English,French,Correct,Wrong,Attempts
origin,"origine, provenance",0,0,0
original,"antécédent, original",0,0,0
originality,"originalité, authenticité",0,0,0
originally,antécédent,0,0,0
originate,provenir,0,0,0
originated,"née, nées, naquirent, nés, naquîmes",0,0,0
originating,provenant,0,0,0
originative,imaginatif,0,0,0
originator,"point de départ, exp, forgeur",0,0,0
ornament,"ornement, décorer, orner",0,0,0
ornamental,décoratif,0,0,0
ornate,tarabiscoté,0,0,0
ornately,touffue,0,0,0
orphan,orphelin,0,0,0
orphanage,orphelinage,0,0,0
orphaned,orphélin,0,0,0
orthodontist,orthodontiste,0,0,0
orthodontists,prothésiste dentaire,0,0,0
orthodox,orthodoxe,0,0,0
orthography,"orthographie, orthographe",0,0,0
oru,oru,0,0,0
oscillate,"vanner, osciller",0,0,0
oscillation,vibration,0,0,0
oscilloscope,scope,0,0,0
osier,osier,0,0,0
osmosis,osmose,0,0,0
ossification,ossification,0,0,0
ossify,se racornir,0,0,0
ostentation,exhibition,0,0,0
ostracize,bannir,0,0,0
ostracized,proscrit,0,0,0
ostrich,autruche,0,0,0
other,"autre, nouvel",0,0,0
otherwise,sinon,0,0,0
otiose,fainéant,0,0,0
otiosely,"inutilité, fainéante",0,0,0
ouch,"ouille, aïe",0,0,0
ought to,"devons, doivent, devoir, doit, dus, devraient, dut",0,0,0
ounce,once,0,0,0
our,nôtre,0,0,0
ours,nôtre,0,0,0
ouster,dépossession,0,0,0
out,"flamé, extérieur, dehors, en dehors de",0,0,0
out of,"flamé, en dehors de",0,0,0
out of centering,décentrage,0,0,0
outbreak,"éruption, tir par rafales",0,0,0
outburst,déboucher,0,0,0
outcast,faillir,0,0,0
outcrop,affleurer,0,0,0
outermost,extrinsèque,0,0,0
outfit,"matériel, costume, garniture",0,0,0
outfitter,marchand,0,0,0
outflank,distancer,0,0,0
outflow,émanation,0,0,0
outgrowth,protubérance,0,0,0
outhouse,appartenances,0,0,0
outing,excursion,0,0,0
outlaw,proscrit,0,0,0
outlays,débours,0,0,0
outlet,"prise de courant, sortie",0,0,0
outlier,fuyard,0,0,0
outline,"contour, silhouette, profiler, profilons, profilez",0,0,0
outlined,"profilai, profilée, profila, profilâmes, profilées",0,0,0
outlines,"galbe, profile",0,0,0
outlining,profilant,0,0,0
outliving,survivant,0,0,0
outlying,en dehors de,0,0,0
outmost,extrinsèque,0,0,0
outpost,avant poste,0,0,0
output,"sortie, produit, débouché, sorties",0,0,0
outrage,"outrage, forfait",0,0,0
outrageous,scandaleux,0,0,0
outrageousness,débordéments,0,0,0
outreaching,sublime,0,0,0
outright,plein,0,0,0
outrun,enjamber,0,0,0
outside,"dehors, extérieur, en dehors de",0,0,0
outstanding,"passéiste, sublime",0,0,0
outstretched,étendu,0,0,0
outstrip,distancer,0,0,0
outward,externe,0,0,0
outwardly,externe,0,0,0
outweigh,prédominer,0,0,0
outweighing,prépondérant,0,0,0
outwit,distancer,0,0,0
outworker,ouvrier à façon,0,0,0
oval,ovale,0,0,0
ovation,ovation,0,0,0
oven,"cuisinière, poêle, four, fourneau",0,0,0
over,"au delà de, deçà et delà, immodéré, flamé",0,0,0
over−production,surproduction,0,0,0
over−tension,surtension,0,0,0
over here,deçà et delà,0,0,0
over there,"làbas, par delà",0,0,0
overabundance,plénitude,0,0,0
overabundant,à tire larigot,0,0,0
overall,"forfaitaire, casaque, total",0,0,0
overassessment,surtaux,0,0,0
overawe,terrifier,0,0,0
overawed,apeuré,0,0,0
overbalance,prédominer,0,0,0
overbalancing,prépondérant,0,0,0
overbear,envoûter,0,0,0
overbearingly,outrecuidante,0,0,0
overburdens,débordé,0,0,0
overcast,nébuleux,0,0,0
overcharge,"surchargez, surcharger, surchargent, surchargeons",0,0,0
overcharged,"surchargèrent, débordée, surchargeâmes, surchargé",0,0,0
overcharges,"surcharge, débordé, surcharges",0,0,0
overcharging,surchargeant,0,0,0
overclouded,nébuleux,0,0,0
overclouds,nébuleux,0,0,0
overcoat,"capote, pardessus",0,0,0
overcome,envoûter,0,0,0
overcrowd,encombrer,0,0,0
overdrive,survirer,0,0,0
overdue,retardataire,0,0,0
overeater,avaleur,0,0,0
overestimate,"surestimons, majorer, surestiment, surestimez",0,0,0
overestimated,"surestimé, surestimés, surestimai, surestimâmes",0,0,0
overestimates,surestime,0,0,0
overestimating,"majorant, surestimant",0,0,0
overexcita,surexciter,0,0,0
overexert,éreinter,0,0,0
overextended,débordée,0,0,0
overextends,débordé,0,0,0
overfill,encombrer,0,0,0
overflow,"divaguer, débordement",0,0,0
overglaze,émail,0,0,0
overground,aérien,0,0,0
overhang,"surplombons, surplombez, surplomber, surplombent",0,0,0
overhanging,surplombant,0,0,0
overhangs,surplombe,0,0,0
overhappy,comblé,0,0,0
overhaul,"doubler, check up",0,0,0
overhead,"dessus, sur, au dessus, aérien, grippage",0,0,0
overheat,grippage,0,0,0
overhung,"en surplomb, surplombé, surplomba, surplombée",0,0,0
overlay,"recouvrir, revêtir, interférence",0,0,0
overleap,franchir,0,0,0
overload,tarabiscoté,0,0,0
overloaded,touffue,0,0,0
overloading,saturation,0,0,0
overly,par trop,0,0,0
overman,"surveillant, porion",0,0,0
overmuch,par trop,0,0,0
overpass,transfert,0,0,0
overpopulated,surpeuplée,0,0,0
overpower,envoûter,0,0,0
overran,"débordâmes, débordai, déborda, débordèrent",0,0,0
overrate,"exagérer, surfais, surfont, surfaire, surfaisons",0,0,0
overrated,"surfirent, surfîmes, surfit, surfaites, surfaite",0,0,0
overrating,surfaisant,0,0,0
overreach,estamper,0,0,0
override,"résoudre, abroger",0,0,0
overrule,"surclasser, réprouver",0,0,0
overrun,"débordez, débordés, débordent, débordons",0,0,0
overrunning,débordant,0,0,0
overruns,déborde,0,0,0
overseas,transatlantique,0,0,0
oversee,surveiller,0,0,0
overseer,"surveillant, guetteur",0,0,0
overshadow,entacher,0,0,0
overshoot,enjamber,0,0,0
overstatement,extravagance,0,0,0
overstep,enjamber,0,0,0
overstrain,éreinter,0,0,0
overstretched,extravagante,0,0,0
overstretches,excentrique,0,0,0
overstuff,encombrer,0,0,0
overtake,"distancons, doubler, rejoindre, distancent",0,0,0
overtaken,"distancés, distancées, distancé, distancée",0,0,0
overtakes,rattrape,0,0,0
overtaking,"rattrapant, distancant",0,0,0
overthrow,renverser,0,0,0
overtone,"sous−entendu, harmonique",0,0,0
overtook,"distancèrent, distancâmes, distancai, rattrapèrent",0,0,0
overturn,"chavirons, chavirent, chavirez, culbuter, chavirer",0,0,0
overturned,"chavirai, chavirées, chavirée, chavira, chavirâmes",0,0,0
overturning,chavirant,0,0,0
overturns,chavire,0,0,0
overvalue,plus value,0,0,0
overwhelm,"assommer, assommez, combler, assommons, envoûter",0,0,0
overwhelmed,"assommâmes, assommé, assommée, assommées, assommés",0,0,0
overwhelming,assommant,0,0,0
overwhelms,assomme,0,0,0
overwrought,harassé,0,0,0
ow,ah,0,0,0
owe,"dois, devez",0,0,0
owed,"dûs, dûes, dû, dûe",0,0,0
owing to,par suite de,0,0,0
owl,"chouette, hibou",0,0,0
own,"jouir, propre, posséder",0,0,0
owner,"détenteur, possesseur, propriétaire",0,0,0
oxidization,oxydation,0,0,0
oxygen,oxygène,0,0,0
oxygenate,oxyder,0,0,0
oyster,huître,0,0,0
ozeanic,océanique,0,0,0
ozone,ozone,0,0,0
ozoniferous,ozoné,0,0,0
pace maker,entraîneur,0,0,0
pachyderm,pachyderme,0,0,0
pacific,paisible,0,0,0
Pacific,Pacifique,0,0,0
Pacific Ocean,"le pacifique, Pacifique",0,0,0
pacification,apaisement,0,0,0
pacifier,pacificateur,0,0,0
pacifist,pacifiste,0,0,0
pacifistic,pacifiste,0,0,0
pack,"emballer, emballons, emballent, emballez, ballot",0,0,0
pack animal,bête de somme,0,0,0
pack up,trousser,0,0,0
package,"emballage, trousser, boitier, colispetit",0,0,0
packaging,"packaging, emballage",0,0,0
packed,"emballé, emballée, emballai, emballées, emballa",0,0,0
packer,emballeur,0,0,0
packet,paquet,0,0,0
packetize,abouter,0,0,0
packets,paquets,0,0,0
packing,"colisage, empaquetage, emballant, emballage",0,0,0
packs,emballe,0,0,0
packsaddle,bât,0,0,0
pact,pacte,0,0,0
pad,"pastille, bloc, lingot, rembourrons, rembourrez",0,0,0
padded,"rembourrai, rembourrâmes, rembourra, rembourrées",0,0,0
padding,"rembourrage, rembourrant",0,0,0
paddle,"pagaie, patauger, barbotter",0,0,0
paddle board,aube,0,0,0
paddock,enclos,0,0,0
padlock,cadenas,0,0,0
pads,"pastilles, pads, rembourre",0,0,0
paediatrician,pédiatre,0,0,0
paganism,paganisme,0,0,0
page,"page, paginer",0,0,0
paid,"payées, payèrent, paya, payés, payai, payâmes",0,0,0
pail,seau,0,0,0
pain,"mal, diuleur, douleur",0,0,0
pained,bourrelé,0,0,0
painful,endolori,0,0,0
painfulness,endolorissement,0,0,0
painless,indolore,0,0,0
paint,"couleur, peignons, peindre, peins, peignez",0,0,0
paintbrush,pinceau,0,0,0
painted,"peignirent, peignîmes, peint, peinte, peintes",0,0,0
painter,"peintre, peintre en bâtiments",0,0,0
painting,"tableaux, peignant",0,0,0
paintwork,enduit,0,0,0
pair,paire,0,0,0
pair of pincers,tenailles,0,0,0
Pakistan,Pakistan,0,0,0
Pakistani,Pakistanais,0,0,0
pal,camarade,0,0,0
palace,palais,0,0,0
palaver,entretien,0,0,0
pale,"pâle, hâve",0,0,0
Palestine,Palestinien,0,0,0
Palestinian,Palestine,0,0,0
palish,pâlot,0,0,0
palliatives,palliatif,0,0,0
palm,"paume, palmier",0,0,0
palmtree,palmier,0,0,0
pamper,"mignoter, mignotons, dorloter, choyer, mignotez",0,0,0
pampered,"mignotées, mignotai, mignotés, mignota, mignotée",0,0,0
pampering,mignotant,0,0,0
pampers,mignote,0,0,0
pamphlet,brochure,0,0,0
pan,"poêle, marmite",0,0,0
Panama,Panama,0,0,0
Panamanian,Panaméen,0,0,0
Panamanian woman,Panaméenne,0,0,0
pancake,beignet,0,0,0
Pandora,Pandore,0,0,0
panel,"lambris, panneau",0,0,0
panic,panique,0,0,0
panties,"culotte, caleçon, cache sexe",0,0,0
pantry,office,0,0,0
pants,"pantalon, cache sexe",0,0,0
papal,pontifical,0,0,0
paper,"document, papier",0,0,0
paper knife,coupe papier,0,0,0
paperback,brochure,0,0,0
papers,documentation,0,0,0
paperweight,presse papiers,0,0,0
Papuan,Papou,0,0,0
papyrusi,papyrus,0,0,0
par,égalité,0,0,0
parachute,parachute,0,0,0
parachutists,parachutiste,0,0,0
parade,"parader, parade",0,0,0
paradise,paradis,0,0,0
paradox,"paradoxe, paradoxal",0,0,0
paradoxical,paradoxal,0,0,0
paraffin,paraffine,0,0,0
paraffin−oil,pétrole,0,0,0
paragons,prototype,0,0,0
paragraph,"paragraphe, alinéa",0,0,0
parallel,parallèle,0,0,0
paralyse,paralyser,0,0,0
paralysed,impotent,0,0,0
paralysis,paralysie,0,0,0
paralyze,"paralysez, paralysent, paralysons",0,0,0
paralyzed,"paralysai, paralysés, paralysèrent, paralysée",0,0,0
paralyzes,paralyse,0,0,0
paralyzing,paralysant,0,0,0
parameter,"paramètre, paramètrg",0,0,0
parameters,paramètres,0,0,0
parasite,parasite,0,0,0
parasol,parasol,0,0,0
parcel,paquet,0,0,0
parcels,colispetit,0,0,0
parchment,parchemin,0,0,0
pardon,"pardonner, pardon",0,0,0
parenthesis,"parenthèse, parenthese",0,0,0
parents,parents,0,0,0
pariah,réprouvé,0,0,0
parietal,pariétal,0,0,0
Paris,Paris,0,0,0
parish,paroisse,0,0,0
parisyllabic,parisyllabique,0,0,0
parity,parité,0,0,0
park,"square, parc, se garer",0,0,0
parking,"se garer, stationnement",0,0,0
parking lot,parc stationnement,0,0,0
parliament,parlement,0,0,0
parliamentarian,parlementaire,0,0,0
parliamentary,parlementaire,0,0,0
parlour,salon,0,0,0
parody,parodie,0,0,0
paroxysm,paroxysme,0,0,0
parrot,perroquet,0,0,0
parser,analyseur syntaxique,0,0,0
parsimony,parcimonie,0,0,0
parsley,persil,0,0,0
parson,curé,0,0,0
part,"contingent, portion, partie, rôle, part",0,0,0
partfinished,semi fini,0,0,0
partiality,partialité,0,0,0
participant,"participant, partant",0,0,0
participate,"participent, participer, participez, participons",0,0,0
participated,"participé, participa, participés, participées",0,0,0
participates,participe,0,0,0
participating,participant,0,0,0
participation,participation,0,0,0
participle,participe,0,0,0
particle,particule,0,0,0
particular,"nommément, particulierère, particulier, spécial",0,0,0
particularity,raffinement,0,0,0
particularization,spécification,0,0,0
particularly,nommément,0,0,0
partition,"partage, mur de refend, division, partitionner",0,0,0
partitionning,partitionnement,0,0,0
partly,en partie,0,0,0
partner,"partenaire, associé, surprise partie",0,0,0
partridge,perdrix,0,0,0
parts,parties,0,0,0
parts list,nomenclature,0,0,0
party,"parti, fête",0,0,0
parvenu,parvenu,0,0,0
pass,"doubler, passe, dépasser, passez, passons, passage",0,0,0
pass away,"décéder, mourir",0,0,0
pass by,dépasser,0,0,0
passage,"corridoir, passage, couloir",0,0,0
passbeyond,passage,0,0,0
passed,"passèrent, passai, parcourir, passées, passâmes",0,0,0
passenger,"passager, passagère, voyageuse",0,0,0
passengertrain,train omnibus,0,0,0
passers,allants et venants,0,0,0
passes,passe,0,0,0
passing,passant,0,0,0
passion,"passion, ardeur",0,0,0
passive,inactif,0,0,0
passport,passeport,0,0,0
past,"passée, passés",0,0,0
pasta,pâtes alimentaires,0,0,0
pastas,pâtes alimentaires,0,0,0
paste,"coller, pâte, pâte",0,0,0
paste up,coller,0,0,0
pasteurization,pasteurisation,0,0,0
pasteurize,pasteuriser,0,0,0
pastime,"amusette, passe−temps",0,0,0
pastor,"pasteur, prêtre, curé",0,0,0
pastry,pâte,0,0,0
pasture,paturage,0,0,0
pasty,pâteux,0,0,0
patch,rapiécer,0,0,0
patch up,rapiécer,0,0,0
patcher,raccommodeur,0,0,0
patchy,jardineux,0,0,0
pate,"pâté, tête",0,0,0
patent,brevet,0,0,0
paternity,paternité,0,0,0
path,sentier,0,0,0
pathfinders,scout,0,0,0
pathologist,pathologiste,0,0,0
pathology,pathologie,0,0,0
patience,patience,0,0,0
patient,patient,0,0,0
patriot,patriote,0,0,0
patriotism,patriotisme,0,0,0
patrol,patrouille,0,0,0
patrolman,gendarme,0,0,0
pattern,"schéma, prototype, pattern, ouvrer",0,0,0
pauper,cancre,0,0,0
pause,pause,0,0,0
pavement,"trottoir, pavé",0,0,0
paving,dallage,0,0,0
paw,"patte, pied",0,0,0
pawn,"soldat, engager, nantissement, pion",0,0,0
pay,"payent, payez, faire un versement, payer, payons",0,0,0
pay off,acquitter,0,0,0
pay out,dépenser,0,0,0
payment,"versement, rétribution, remboursement",0,0,0
pays,paye,0,0,0
pea,pois,0,0,0
peace,paix,0,0,0
peaceful,paisible,0,0,0
peach,pêche,0,0,0
peacock,paon,0,0,0
peak,"apogée, comble",0,0,0
peal,tinter,0,0,0
pean,cantique,0,0,0
peanut,"cacahuète, cacahouete",0,0,0
pear,poire,0,0,0
pear−tree,poirier,0,0,0
pearl,perle,0,0,0
peat,tourbe,0,0,0
pebble,galet,0,0,0
peck,picotin,0,0,0
peculiar,étrange,0,0,0
peculiarity,"particularité, singularité",0,0,0
pedagogical,pédagogique,0,0,0
pedal,pédale,0,0,0
pedantic,doctoral,0,0,0
pedestrian,piéton,0,0,0
pedestrian precinct,rues piétonnières,0,0,0
pedlar,traficoteur,0,0,0
peek,trier,0,0,0
peel,"pelent, pelage, coque, peler, pelons, pelez",0,0,0
peeled,"pelés, pelai, pelèrent, pela, pelé, pelées",0,0,0
peeling,pelant,0,0,0
peels,pèle,0,0,0
peep,"gazouiller, pépier",0,0,0
peer,pair,0,0,0
peg,pince,0,0,0
pelisse,burnous,0,0,0
pelvis,"bol, bassine, cuvette",0,0,0
pen,plume,0,0,0
penal,criminel,0,0,0
penalize,"pénalisez, pénalisent, pénalisons, pénaliser",0,0,0
penalized,"pénalisai, pénalisa, pénalisées, pénalisé",0,0,0
penalizes,pénalise,0,0,0
penalizing,pénalisant,0,0,0
penalty,"punition, pénalité",0,0,0
pencil,crayon,0,0,0
pendent,en surplomb,0,0,0
pendulous,suspendu,0,0,0
pendulum,pendule,0,0,0
Penelope,Pénélope,0,0,0
penetrate,"pénétrez, pénétrons, irruption, pénétrer",0,0,0
penetrated,"pénétrés, pénétrèrent, pénétrée, pénétrâmes",0,0,0
penetrates,pénétre,0,0,0
penetrating,pénétrant,0,0,0
peninsula,péninsule,0,0,0
penis,pénis,0,0,0
penitence,pénitence,0,0,0
penny,sou,0,0,0
pension,"retraite, revenu, pension",0,0,0
Pentecost,Pentecôte,0,0,0
people,"peuple, gens",0,0,0
pepper,"poivre, poivrier",0,0,0
per,dans,0,0,0
perceive,"discerner, apercevez, apercois, apercevoir",0,0,0
perceived,"aperçus, aperçut, aperçurent, aperçûmes, aperçues",0,0,0
perceives,aperçoit,0,0,0
perceiving,apercevant,0,0,0
percent,"pourcentage, pour−cent",0,0,0
percentage,"taux, pourcentage",0,0,0
perceptible,apercevable,0,0,0
perception,perception,0,0,0
perceptional,perceptif,0,0,0
percolate,filtrage,0,0,0
perfect,parfait,0,0,0
perforate,"poinçonner, perforage, perforez, perforent",0,0,0
perforated,"perforâmes, perforé, perforée, perforées, perforés",0,0,0
perforates,perfore,0,0,0
perforating,perforant,0,0,0
perforation,perforation,0,0,0
perform,"construire, faire, effectuons, effectuer, réaliser",0,0,0
performance,performance,0,0,0
performed,"effectuâmes, effectuée, effectua, effectuai",0,0,0
performing,effectuant,0,0,0
performs,effectue,0,0,0
perfume,parfum,0,0,0
perfumery,parfumerie,0,0,0
perhaps,peut−être,0,0,0
pericarp,péricarpe,0,0,0
peril,danger,0,0,0
period,période,0,0,0
periodical,revue,0,0,0
periodicities,périodicités,0,0,0
periodicity,périodicité,0,0,0
periostea,périoste,0,0,0
periphery,"circonférence, périphérie",0,0,0
perish,"péris, périr, périssons, périssent, périssez",0,0,0
perished,"périrent, périe, péries, pérîmes, péri",0,0,0
perishes,périt,0,0,0
perishing,périssant,0,0,0
perjure,"parjurent, parjurez, parjurons, parjurer",0,0,0
perjured,"parjuré, parjurai, parjurés, parjurèrent, parjura",0,0,0
perjures,parjure,0,0,0
perjuring,parjurant,0,0,0
perjury,parjure,0,0,0
perm,indéfrisable,0,0,0
permanent,"perpétuel, consistance, constant, continuel",0,0,0
permission,"permission, autorisation",0,0,0
permissive,tolérant,0,0,0
permit,"permettre, permets, permettons, permettez, permis",0,0,0
permits,permet,0,0,0
permitted,"permit, permise, permîmes, permies, permis",0,0,0
permitting,permettant,0,0,0
perpetrate,"perprétrez, perprétrons, perprétrer, perprétrent",0,0,0
perpetrated,"perprétrâmes, perprétra, perprétrèrent, perprétrai",0,0,0
perpetrates,perprétre,0,0,0
perpetrating,perprétrant,0,0,0
perpetuate,"perpétuons, perpétuer, perpétuez, perpétuent",0,0,0
perpetuated,"perpétuâmes, perpétua, perpétuée, perpétuai",0,0,0
perpetuates,perpétue,0,0,0
perpetuating,perpétuant,0,0,0
perpetuity,perpétuité,0,0,0
perplexed,"syncopé, éberlué",0,0,0
perplexity,embarras,0,0,0
perquisite,émolument,0,0,0
persecute,poursuivre,0,0,0
perseverance,persévérance,0,0,0
persevere,"persévérer, persévérons, persévérez, persévérer",0,0,0
persevered,"persévérée, persévéré, persévéra, persévérai",0,0,0
perseveres,persévére,0,0,0
persevering,persévérant,0,0,0
Persian,Persan,0,0,0
Persian Gulf,Persique,0,0,0
Persian woman,Persane,0,0,0
persist,"persistent, persistons, persévérer, perséverer",0,0,0
persisted,"persista, persistée, persistées, persistâmes",0,0,0
persistence,persistance,0,0,0
persisting,persistant,0,0,0
persists,persiste,0,0,0
person,personnage,0,0,0
personal,"personnel, propre",0,0,0
personal computer,ordinateur individuel,0,0,0
personality,"personnalité, individualité, caractère",0,0,0
personified,"personnifiées, personnifiai, personnifiés",0,0,0
personifies,personnifie,0,0,0
personify,"personnifient, personnifiez, personnifions",0,0,0
personifying,personnifiant,0,0,0
personnel,personnelle,0,0,0
perspective,perspective,0,0,0
perspicacity,perspicacité,0,0,0
perspiration,transpiration,0,0,0
perspire,"transpirons, transpirez, transpirent",0,0,0
perspired,"transpirée, transpiré, transpirés, transpirées",0,0,0
perspires,transpire,0,0,0
perspiring,"transpirant, suant",0,0,0
persuade,"persuadez, persuadent, convaincre, persuader",0,0,0
persuaded,"persuadées, persuadé, persuadée, persuada",0,0,0
persuades,persuade,0,0,0
persuading,persuadant,0,0,0
persuasion,"persuasion, croyance",0,0,0
pertaining,intéressé,0,0,0
pertinent,adéquat,0,0,0
perturb,"déranger, troublent, troublons, perturber",0,0,0
perturbed,"troublé, troublai, troublâmes, troubla, troublés",0,0,0
Peru,Pérou,0,0,0
pervasiveness,pénétration,0,0,0
perversity,perversité,0,0,0
pessimism,pessimisme,0,0,0
pessimist,pessimiste,0,0,0
pet,"dorloter, choyer",0,0,0
petal,pétale,0,0,0
petition,pétition,0,0,0
petrochemical,pétrochimique,0,0,0
petrol,essence,0,0,0
petrol coupon,chèque essence,0,0,0
petroleum,pétrole,0,0,0
petrophysics,pétrophysique,0,0,0
pgt,pgt,0,0,0
phalanx,phalange,0,0,0
phantasms,divagations,0,0,0
pharmaceutical,médicament,0,0,0
pharmacology,pharmacologie,0,0,0
pharmacy,officine,0,0,0
phase,phase,0,0,0
phenomenon,phénomène,0,0,0
philandering,badin,0,0,0
philanthropist,philanthrop,0,0,0
philanthropy,philanthropie,0,0,0
Philippine,Philippin,0,0,0
Philippine woman,Philippine,0,0,0
Philippines,Philippines,0,0,0
philogic,linguistique,0,0,0
philologist,philologue,0,0,0
philosopher,philosophe,0,0,0
philosophy,philosophie,0,0,0
phlegm,flegme,0,0,0
phoenix,phénix,0,0,0
phonetic,phonétique,0,0,0
phonograph,phonographe,0,0,0
phosphate,phosphate,0,0,0
phosphorus,phosphore,0,0,0
photocopy,"photocopier, photocopie",0,0,0
photograph,"photographier, photo, phagocyter",0,0,0
photographer,photographe,0,0,0
